,0,1,2,3,4,5,6,7,8
674,frozenset({'OFF-FA-10003485','OFF-ST-10003208','TEC-PH-10004447'},,,,,,
675,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996'},,,,,,
676,frozenset({'TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,,,
677,frozenset({'TEC-PH-10001557','OFF-FA-10003485','OFF-SU-10003567'},,,,,,
678,frozenset({'TEC-PH-10001760','OFF-FA-10003485','OFF-SU-10003567'},,,,,,
679,frozenset({'TEC-PH-10001557','OFF-FA-10003485','TEC-AC-10003038'},,,,,,
680,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-FA-10003485'},,,,,,
681,frozenset({'OFF-FA-10003485','TEC-PH-10000307','TEC-CO-10004202'},,,,,,
682,frozenset({'TEC-MA-10002412','OFF-FA-10003485','TEC-MA-10003626'},,,,,,
683,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-FA-10003485'},,,,,,
684,frozenset({'TEC-PH-10000011','OFF-PA-10002666','OFF-PA-10000675'},,,,,,
685,frozenset({'TEC-MA-10002412','TEC-MA-10003626','OFF-PA-10001804'},,,,,,
686,frozenset({'OFF-PA-10001838','TEC-AC-10003038','OFF-SU-10003567'},,,,,,
687,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-SU-10003567'},,,,,,
688,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-SU-10003567'},,,,,,
689,frozenset({'OFF-PA-10001838','TEC-PH-10001557','TEC-AC-10003038'},,,,,,
690,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-AC-10003038'},,,,,,
691,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-PH-10001557'},,,,,,
692,frozenset({'OFF-ST-10000642','OFF-PA-10004735','TEC-PH-10003589'},,,,,,
693,frozenset({'OFF-ST-10000760','OFF-SU-10004884','OFF-ST-10002301'},,,,,,
694,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996'},,,,,,
695,frozenset({'TEC-PH-10001557','TEC-AC-10003038','OFF-SU-10003567'},,,,,,
696,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-SU-10003567'},,,,,,
697,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-SU-10003567'},,,,,,
698,frozenset({'TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038'},,,,,,
699,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','FUR-AZ-10004270'},,,,,
700,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-PA-10001804','FUR-AZ-10004270'},,,,,
701,frozenset({'OFF-AR-10003183','TEC-MA-10002412','FUR-FU-10001986','FUR-AZ-10004270'},,,,,
702,frozenset({'OFF-AR-10003183','FUR-FU-10001986','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
703,frozenset({'FUR-FU-10001986','OFF-FA-10003485','OFF-PA-10001804','FUR-AZ-10004270'},,,,,
704,frozenset({'TEC-MA-10002412','OFF-FA-10003485','FUR-FU-10001986','FUR-AZ-10004270'},,,,,
705,frozenset({'FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
706,frozenset({'TEC-MA-10002412','FUR-FU-10001986','OFF-PA-10001804','FUR-AZ-10004270'},,,,,
707,frozenset({'FUR-FU-10001986','OFF-PA-10001804','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
708,frozenset({'TEC-MA-10002412','FUR-FU-10001986','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
709,frozenset({'OFF-AR-10003183','OFF-PA-10001804','OFF-FA-10003485','FUR-AZ-10004270'},,,,,
710,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-FA-10003485','FUR-AZ-10004270'},,,,,
711,frozenset({'OFF-AR-10003183','OFF-FA-10003485','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
712,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-PA-10001804','FUR-AZ-10004270'},,,,,
713,frozenset({'OFF-AR-10003183','OFF-PA-10001804','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
714,frozenset({'OFF-AR-10003183','TEC-MA-10002412','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
715,frozenset({'TEC-MA-10002412','OFF-FA-10003485','OFF-PA-10001804','FUR-AZ-10004270'},,,,,
716,frozenset({'OFF-PA-10001804','OFF-FA-10003485','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
717,frozenset({'TEC-MA-10002412','OFF-FA-10003485','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
718,frozenset({'TEC-MA-10002412','OFF-PA-10001804','TEC-MA-10003626','FUR-AZ-10004270'},,,,,
719,frozenset({'FUR-FU-10004666','FUR-CH-10001190','OFF-AP-10004052','FUR-TA-10001039'},,,,,
720,frozenset({'FUR-FU-10004666','FUR-CH-10001190','OFF-FA-10003485','FUR-TA-10001039'},,,,,
721,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','FUR-TA-10001039'},,,,,
722,frozenset({'FUR-FU-10004666','FUR-CH-10001190','OFF-FA-10003485','OFF-AP-10004052'},,,,,
723,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','OFF-AP-10004052'},,,,,
724,frozenset({'FUR-FU-10004666','FUR-CH-10001190','OFF-FA-10003485','TEC-PH-10000702'},,,,,
725,frozenset({'FUR-CH-10001190','OFF-FA-10003485','OFF-AP-10004052','FUR-TA-10001039'},,,,,
726,frozenset({'FUR-CH-10001190','TEC-PH-10000702','OFF-AP-10004052','FUR-TA-10001039'},,,,,
727,frozenset({'FUR-CH-10001190','OFF-FA-10003485','TEC-PH-10000702','FUR-TA-10001039'},,,,,
728,frozenset({'FUR-CH-10001190','OFF-FA-10003485','TEC-PH-10000702','OFF-AP-10004052'},,,,,
729,frozenset({'OFF-BI-10001359','FUR-CH-10002073','FUR-FU-10003268','OFF-AP-10001563'},,,,,
730,frozenset({'FUR-CH-10002073','FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845'},,,,,
731,frozenset({'OFF-FA-10003485','FUR-CH-10002073','FUR-FU-10003268','OFF-AP-10001563'},,,,,
732,frozenset({'TEC-AC-10003709','FUR-CH-10002073','FUR-FU-10003268','OFF-AP-10001563'},,,,,
733,frozenset({'OFF-BI-10001359','FUR-CH-10002073','FUR-FU-10003268','OFF-EN-10003845'},,,,,
734,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-CH-10002073','FUR-FU-10003268'},,,,,
735,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-CH-10002073','FUR-FU-10003268'},,,,,
736,frozenset({'OFF-FA-10003485','FUR-CH-10002073','FUR-FU-10003268','OFF-EN-10003845'},,,,,
737,frozenset({'TEC-AC-10003709','FUR-CH-10002073','FUR-FU-10003268','OFF-EN-10003845'},,,,,
738,frozenset({'OFF-FA-10003485','TEC-AC-10003709','FUR-CH-10002073','FUR-FU-10003268'},,,,,
739,frozenset({'OFF-BI-10001359','FUR-CH-10002073','OFF-AP-10001563','OFF-EN-10003845'},,,,,
740,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-CH-10002073','OFF-AP-10001563'},,,,,
741,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-CH-10002073','OFF-AP-10001563'},,,,,
742,frozenset({'OFF-FA-10003485','FUR-CH-10002073','OFF-AP-10001563','OFF-EN-10003845'},,,,,
743,frozenset({'TEC-AC-10003709','FUR-CH-10002073','OFF-AP-10001563','OFF-EN-10003845'},,,,,
744,frozenset({'OFF-FA-10003485','TEC-AC-10003709','FUR-CH-10002073','OFF-AP-10001563'},,,,,
745,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-CH-10002073','OFF-EN-10003845'},,,,,
746,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-CH-10002073','OFF-EN-10003845'},,,,,
747,frozenset({'OFF-BI-10001359','OFF-FA-10003485','TEC-AC-10003709','FUR-CH-10002073'},,,,,
748,frozenset({'OFF-FA-10003485','TEC-AC-10003709','FUR-CH-10002073','OFF-EN-10003845'},,,,,
749,frozenset({'OFF-ST-10000419','OFF-FA-10003485','FUR-CH-10002073','TEC-AC-10004877'},,,,,
750,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,
751,frozenset({'OFF-BI-10004209','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,,
752,frozenset({'OFF-AY-10000477','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,,
753,frozenset({'OFF-AY-10000477','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,,
754,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,
755,frozenset({'OFF-AY-10000477','TEC-AC-10004568','FUR-CH-10003833','OFF-AR-10001419'},,,,,
756,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,
757,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,
758,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,
759,frozenset({'FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
760,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,
761,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,,
762,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,,
763,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,
764,frozenset({'OFF-BI-10004209','TEC-AC-10004568','FUR-CH-10003833','OFF-AR-10001419'},,,,,
765,frozenset({'OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,,
766,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,
767,frozenset({'TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,,
768,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,
769,frozenset({'TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,,
770,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,
771,frozenset({'OFF-BI-10004209','OFF-AY-10000477','FUR-CH-10003833','OFF-BI-10002571'},,,,,
772,frozenset({'OFF-AY-10000477','OFF-FA-10003485','FUR-CH-10003833','OFF-BI-10002571'},,,,,
773,frozenset({'OFF-AY-10000477','OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571'},,,,,
774,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,
775,frozenset({'OFF-AY-10000477','TEC-AC-10004568','FUR-CH-10003833','OFF-BI-10002571'},,,,,
776,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-FA-10003485','FUR-CH-10003833'},,,,,
777,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-ST-10001963','FUR-CH-10003833'},,,,,
778,frozenset({'OFF-BI-10004209','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,,
779,frozenset({'OFF-AY-10000477','TEC-AC-10004568','OFF-BI-10004209','FUR-CH-10003833'},,,,,
780,frozenset({'OFF-AY-10000477','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,,
781,frozenset({'OFF-AY-10000477','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,,
782,frozenset({'OFF-AY-10000477','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833'},,,,,
783,frozenset({'OFF-AY-10000477','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,,
784,frozenset({'OFF-AY-10000477','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833'},,,,,
785,frozenset({'OFF-AY-10000477','TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996'},,,,,
786,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833','OFF-BI-10002571'},,,,,
787,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571'},,,,,
788,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,
789,frozenset({'OFF-BI-10004209','TEC-AC-10004568','FUR-CH-10003833','OFF-BI-10002571'},,,,,
790,frozenset({'OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571'},,,,,
791,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,
792,frozenset({'TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-BI-10002571'},,,,,
793,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,
794,frozenset({'TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571'},,,,,
795,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,
796,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,,
797,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,,
798,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833'},,,,,
799,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,,
800,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833'},,,,,
801,frozenset({'OFF-BI-10004209','TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996'},,,,,
802,frozenset({'OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,,
803,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,,
804,frozenset({'TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,,
805,frozenset({'TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,,
806,frozenset({'OFF-BI-10002609','OFF-BI-10003676','FUR-FU-10000206','OFF-EN-10003798'},,,,,
807,frozenset({'OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206','OFF-BI-10003676'},,,,,
808,frozenset({'OFF-BI-10002609','OFF-BI-10003676','FUR-FU-10000206','OFF-PA-10004735'},,,,,
809,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-BI-10003676','FUR-FU-10000206'},,,,,
810,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-BI-10003676','FUR-FU-10000206'},,,,,
811,frozenset({'OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206','OFF-EN-10003798'},,,,,
812,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,
813,frozenset({'OFF-ST-10000642','OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798'},,,,,
814,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798'},,,,,
815,frozenset({'OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735'},,,,,
816,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206'},,,,,
817,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206'},,,,,
818,frozenset({'OFF-ST-10000642','OFF-BI-10002609','FUR-FU-10000206','OFF-PA-10004735'},,,,,
819,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206','OFF-PA-10004735'},,,,,
820,frozenset({'OFF-ST-10000642','OFF-BI-10002609','FUR-FU-10000206','TEC-PH-10003589'},,,,,
821,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-BI-10003676','OFF-EN-10003798'},,,,,
822,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,
823,frozenset({'OFF-ST-10000642','OFF-BI-10003676','FUR-FU-10000206','OFF-EN-10003798'},,,,,
824,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-EN-10003798'},,,,,
825,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735','OFF-BI-10003676'},,,,,
826,frozenset({'OFF-ST-10000642','OFF-FA-10003485','FUR-FU-10000206','OFF-BI-10003676'},,,,,
827,frozenset({'TEC-PH-10003589','OFF-FA-10003485','FUR-FU-10000206','OFF-BI-10003676'},,,,,
828,frozenset({'OFF-ST-10000642','OFF-BI-10003676','FUR-FU-10000206','OFF-PA-10004735'},,,,,
829,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206','OFF-PA-10004735'},,,,,
830,frozenset({'OFF-ST-10000642','OFF-BI-10003676','FUR-FU-10000206','TEC-PH-10003589'},,,,,
831,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,
832,frozenset({'OFF-ST-10000642','OFF-FA-10003485','FUR-FU-10000206','OFF-EN-10003798'},,,,,
833,frozenset({'TEC-PH-10003589','OFF-FA-10003485','FUR-FU-10000206','OFF-EN-10003798'},,,,,
834,frozenset({'OFF-ST-10000642','FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,
835,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,
836,frozenset({'OFF-ST-10000642','FUR-FU-10000206','TEC-PH-10003589','OFF-EN-10003798'},,,,,
837,frozenset({'OFF-ST-10000642','OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735'},,,,,
838,frozenset({'TEC-PH-10003589','OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735'},,,,,
839,frozenset({'OFF-ST-10000642','OFF-FA-10003485','FUR-FU-10000206','TEC-PH-10003589'},,,,,
840,frozenset({'OFF-ST-10000642','OFF-PA-10004735','FUR-FU-10000206','TEC-PH-10003589'},,,,,
841,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','OFF-PA-10001804'},,,,,
842,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10002412'},,,,,
843,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,,
844,frozenset({'OFF-AR-10003183','TEC-MA-10002412','FUR-FU-10001986','OFF-PA-10001804'},,,,,
845,frozenset({'OFF-AR-10003183','FUR-FU-10001986','TEC-MA-10003626','OFF-PA-10001804'},,,,,
846,frozenset({'OFF-AR-10003183','TEC-MA-10002412','FUR-FU-10001986','TEC-MA-10003626'},,,,,
847,frozenset({'TEC-MA-10002412','OFF-FA-10003485','FUR-FU-10001986','OFF-PA-10001804'},,,,,
848,frozenset({'FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626','OFF-PA-10001804'},,,,,
849,frozenset({'TEC-MA-10002412','OFF-FA-10003485','FUR-FU-10001986','TEC-MA-10003626'},,,,,
850,frozenset({'TEC-MA-10002412','FUR-FU-10001986','TEC-MA-10003626','OFF-PA-10001804'},,,,,
851,frozenset({'OFF-BI-10001359','FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845'},,,,,
852,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-FU-10003268','OFF-AP-10001563'},,,,,
853,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-FU-10003268','OFF-AP-10001563'},,,,,
854,frozenset({'OFF-FA-10003485','FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845'},,,,,
855,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845'},,,,,
856,frozenset({'TEC-AC-10003709','OFF-FA-10003485','FUR-FU-10003268','OFF-AP-10001563'},,,,,
857,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-FU-10003268','OFF-EN-10003845'},,,,,
858,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-FU-10003268','OFF-EN-10003845'},,,,,
859,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-FA-10003485','FUR-FU-10003268'},,,,,
860,frozenset({'TEC-AC-10003709','OFF-FA-10003485','FUR-FU-10003268','OFF-EN-10003845'},,,,,
861,frozenset({'FUR-FU-10004666','OFF-FA-10003485','OFF-AP-10004052','FUR-TA-10001039'},,,,,
862,frozenset({'FUR-FU-10004666','TEC-PH-10000702','OFF-AP-10004052','FUR-TA-10001039'},,,,,
863,frozenset({'FUR-FU-10004666','OFF-FA-10003485','TEC-PH-10000702','FUR-TA-10001039'},,,,,
864,frozenset({'FUR-FU-10004666','OFF-FA-10003485','TEC-PH-10000702','OFF-AP-10004052'},,,,,
865,frozenset({'OFF-FA-10003485','TEC-PH-10000702','OFF-AP-10004052','FUR-TA-10001039'},,,,,
866,frozenset({'OFF-BI-10002854','OFF-FA-10003485','OFF-ST-10003208','FUR-TA-10001039'},,,,,
867,frozenset({'OFF-BI-10002854','OFF-FA-10003485','TEC-PH-10004447','FUR-TA-10001039'},,,,,
868,frozenset({'OFF-BI-10002854','OFF-ST-10003208','FUR-TA-10001039','TEC-PH-10004447'},,,,,
869,frozenset({'OFF-FA-10003485','OFF-ST-10003208','FUR-TA-10001039','TEC-PH-10004447'},,,,,
870,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10000675'},,,,,
871,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10002666'},,,,,
872,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174','TEC-PH-10000011'},,,,,
873,frozenset({'FUR-TA-10001307','OFF-BI-10000174','OFF-PA-10002666','OFF-PA-10000675'},,,,,
874,frozenset({'FUR-TA-10001307','OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10000675'},,,,,
875,frozenset({'FUR-TA-10001307','OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10002666'},,,,,
876,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-PA-10002666','OFF-PA-10000675'},,,,,
877,frozenset({'FUR-TA-10001307','OFF-FA-10003485','TEC-PH-10000011','OFF-PA-10000675'},,,,,
878,frozenset({'FUR-TA-10001307','OFF-FA-10003485','TEC-PH-10000011','OFF-PA-10002666'},,,,,
879,frozenset({'FUR-TA-10001307','TEC-PH-10000011','OFF-PA-10002666','OFF-PA-10000675'},,,,,
880,frozenset({'TEC-AC-10002473','OFF-FA-10003485','FUR-TA-10002645','OFF-BI-10000632'},,,,,
881,frozenset({'OFF-FA-10003485','OFF-AP-10000696','OFF-PA-10000809','OFF-SU-10004231'},,,,,
882,frozenset({'OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,,
883,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-AP-10001563','OFF-EN-10003845'},,,,,
884,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-FA-10003485','OFF-AP-10001563'},,,,,
885,frozenset({'TEC-AC-10003709','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,,
886,frozenset({'OFF-FA-10003485','OFF-BI-10003350','TEC-CO-10004202','OFF-AP-10003849'},,,,,
887,frozenset({'OFF-FA-10003485','TEC-PH-10000307','OFF-BI-10003350','OFF-AP-10003849'},,,,,
888,frozenset({'TEC-PH-10000307','OFF-BI-10003350','TEC-CO-10004202','OFF-AP-10003849'},,,,,
889,frozenset({'OFF-FA-10003485','TEC-PH-10000307','TEC-CO-10004202','OFF-AP-10003849'},,,,,
890,frozenset({'OFF-AP-10004249','OFF-BI-10002353','OFF-FA-10003485','OFF-ST-10004507'},,,,,
891,frozenset({'OFF-FA-10003485','OFF-AR-10000122','TEC-PH-10000702','OFF-BI-10003656'},,,,,
892,frozenset({'OFF-FA-10003485','OFF-LA-10001771','TEC-PH-10004434','OFF-AR-10000634'},,,,,
893,frozenset({'OFF-FA-10003485','OFF-AR-10001374','OFF-AR-10001953','OFF-AR-10000657'},,,,,
894,frozenset({'OFF-AR-10001374','OFF-ST-10003816','OFF-AR-10001953','OFF-AR-10000657'},,,,,
895,frozenset({'OFF-AR-10001374','OFF-FA-10003485','OFF-ST-10003816','OFF-AR-10000657'},,,,,
896,frozenset({'OFF-FA-10003485','OFF-ST-10003816','OFF-AR-10001953','OFF-AR-10000657'},,,,,
897,frozenset({'OFF-AR-10001374','OFF-FA-10003485','OFF-ST-10003816','OFF-AR-10001953'},,,,,
898,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-BI-10002571','OFF-AR-10001419'},,,,,
899,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-BI-10002571','OFF-AR-10001419'},,,,,
900,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-BI-10002571','OFF-AR-10001419'},,,,,
901,frozenset({'OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
902,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-BI-10002571','OFF-AR-10001419'},,,,,
903,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,,
904,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,,
905,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,,
906,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','OFF-AR-10001419'},,,,,
907,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,,
908,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,,
909,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,,
910,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,,
911,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,,
912,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,,
913,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-BI-10002571','OFF-AR-10001419'},,,,,
914,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-BI-10002571','OFF-AR-10001419'},,,,,
915,frozenset({'OFF-BI-10004209','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
916,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-BI-10002571','OFF-AR-10001419'},,,,,
917,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-BI-10002571','OFF-AR-10001419'},,,,,
918,frozenset({'OFF-FA-10003485','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
