gender;SeniorCitizen;tenure;PhoneService;Contract;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;0;72;Yes;Two year;Electronic check;110;7880;No
Male;0;1;Yes;Month-to-month;Mailed check;19;19;No
Male;0;10;No;Month-to-month;Mailed check;34;298;Yes
Female;1;37;Yes;Month-to-month;Electronic check;90;3372;No
Male;0;12;No;Month-to-month;Mailed check;34;442;No
Male;0;1;Yes;One year;Mailed check;20;20;No
Male;0;62;No;Two year;Credit card (automatic);39;2346;No
Female;0;1;No;Month-to-month;Bank transfer (automatic);25;25;No
Female;0;18;Yes;Month-to-month;Mailed check;61;1156;No
Male;1;69;Yes;Month-to-month;Electronic check;90;6143;Yes
Male;0;2;Yes;Month-to-month;Electronic check;75;145;No
Male;0;19;Yes;Month-to-month;Mailed check;21;415;No
Male;0;12;Yes;Month-to-month;Electronic check;84;1060;Yes
Male;0;9;Yes;Month-to-month;Mailed check;20;182;No
Male;0;27;Yes;One year;Electronic check;82;2213;No
Male;0;27;Yes;Month-to-month;Electronic check;80;2181;Yes
Male;0;1;Yes;Month-to-month;Mailed check;89;89;Yes
Female;1;24;Yes;Month-to-month;Mailed check;20;460;No
Male;1;14;Yes;Month-to-month;Electronic check;75;1037;Yes
Female;1;32;Yes;Month-to-month;Electronic check;74;2277;Yes
Female;0;11;Yes;One year;Mailed check;20;212;No
Male;0;1;Yes;Month-to-month;Mailed check;25;25;No
Male;1;38;Yes;Month-to-month;Mailed check;80;3163;No
Female;0;9;Yes;Two year;Mailed check;20;211;No
Male;0;54;Yes;Two year;Credit card (automatic);66;3567;No
Female;0;29;Yes;One year;Credit card (automatic);71;2080;No
Male;1;44;Yes;Month-to-month;Electronic check;89;4040;No
Male;0;59;Yes;Two year;Electronic check;87;5186;No
Female;0;3;Yes;Month-to-month;Electronic check;55;196;Yes
Female;0;18;Yes;One year;Mailed check;62;1087;No
Male;1;67;Yes;Two year;Credit card (automatic);25;1672;No
Female;0;22;Yes;Month-to-month;Electronic check;55;1206;Yes
Male;0;33;No;One year;Credit card (automatic);34;1114;No
Male;0;5;Yes;Month-to-month;Mailed check;20;107;No
Female;0;2;Yes;Month-to-month;Mailed check;20;38;No
Male;0;72;Yes;Two year;Credit card (automatic);90;6339;No
Male;0;9;Yes;Month-to-month;Mailed check;20;184;No
Male;0;67;Yes;Two year;Mailed check;26;1689;No
Female;0;16;Yes;Month-to-month;Electronic check;85;1378;Yes
Female;0;8;Yes;Month-to-month;Mailed check;21;138;No
Male;0;5;No;Month-to-month;Mailed check;43;219;Yes
Male;0;23;Yes;One year;Credit card (automatic);48;1067;Yes
Male;0;1;Yes;Month-to-month;Electronic check;80;80;Yes
Female;1;50;Yes;Month-to-month;Electronic check;71;3445;Yes
Male;0;17;Yes;Two year;Credit card (automatic);19;369;No
Female;0;68;Yes;Two year;Bank transfer (automatic);111;7554;No
Male;0;1;Yes;Month-to-month;Electronic check;85;85;Yes
Female;1;25;Yes;Month-to-month;Electronic check;69;1813;No
Male;0;67;No;One year;Bank transfer (automatic);49;3321;No
Male;0;32;Yes;One year;Credit card (automatic);20;708;No
Female;1;67;Yes;One year;Electronic check;106;7112;No
Male;1;72;No;Two year;Credit card (automatic);64;4641;No
Male;0;71;Yes;Two year;Credit card (automatic);109;7691;Yes
Male;0;1;Yes;Month-to-month;Electronic check;50;50;No
Male;0;46;No;Month-to-month;Bank transfer (automatic);30;1380;Yes
Female;1;2;No;Month-to-month;Electronic check;30;79;Yes
Female;0;1;Yes;Month-to-month;Mailed check;45;45;Yes
Female;0;48;Yes;One year;Electronic check;66;3095;No
Female;0;61;Yes;One year;Bank transfer (automatic);103;6518;No
Female;0;32;Yes;Month-to-month;Bank transfer (automatic);84;2586;Yes
Female;0;2;Yes;Month-to-month;Electronic check;44;83;No
Female;0;3;Yes;Month-to-month;Electronic check;20;59;Yes
Female;0;5;Yes;Month-to-month;Credit card (automatic);85;426;Yes
Female;0;71;Yes;Two year;Bank transfer (automatic);90;6343;No
Male;0;37;Yes;Month-to-month;Mailed check;55;2031;No
Male;0;65;Yes;Two year;Bank transfer (automatic);104;6700;No
Female;0;67;Yes;One year;Bank transfer (automatic);107;7245;No
Male;0;49;Yes;Month-to-month;Credit card (automatic);75;3678;Yes
Male;0;50;Yes;Two year;Credit card (automatic);71;3487;No
Male;0;25;Yes;One year;Electronic check;20;411;No
Female;0;17;Yes;One year;Mailed check;56;938;Yes
Female;0;64;Yes;Two year;Mailed check;24;1559;No
Male;0;25;No;One year;Credit card (automatic);38;970;No
Male;1;23;Yes;Month-to-month;Electronic check;106;2484;Yes
Male;1;24;No;Month-to-month;Mailed check;34;828;No
Female;0;37;Yes;Month-to-month;Electronic check;100;3811;No
Female;0;21;Yes;Month-to-month;Electronic check;69;1493;No
Male;0;1;Yes;Month-to-month;Mailed check;46;46;No
Female;0;10;Yes;Month-to-month;Mailed check;76;777;No
Male;0;6;Yes;Month-to-month;Electronic check;84;556;Yes
Male;0;51;Yes;One year;Credit card (automatic);96;4911;No
Female;0;10;Yes;Month-to-month;Mailed check;21;187;No
Female;0;6;No;Month-to-month;Credit card (automatic);51;308;No
Male;0;47;Yes;Two year;Mailed check;91;4318;No
Female;0;61;Yes;One year;Electronic check;79;4821;No
Female;0;52;No;Two year;Bank transfer (automatic);59;3039;No
Female;0;35;Yes;Month-to-month;Credit card (automatic);59;2137;No
Male;0;71;Yes;One year;Bank transfer (automatic);106;7472;No
Female;0;6;Yes;Month-to-month;Electronic check;56;389;Yes
Male;0;45;Yes;Two year;Credit card (automatic);53;2296;No
Female;1;2;Yes;Month-to-month;Electronic check;86;187;Yes
Female;0;4;Yes;Month-to-month;Bank transfer (automatic);69;261;Yes
Male;0;2;No;Month-to-month;Mailed check;24;38;No
Male;0;4;Yes;Month-to-month;Electronic check;78;299;Yes
Male;0;51;Yes;One year;Credit card (automatic);60;3044;No
Male;0;60;Yes;One year;Credit card (automatic);24;1506;No
Male;0;9;Yes;One year;Mailed check;20;164;No
Male;0;3;Yes;Month-to-month;Bank transfer (automatic);105;323;Yes
Male;0;17;Yes;Month-to-month;Bank transfer (automatic);96;1640;No
Female;0;8;Yes;Month-to-month;Electronic check;87;762;Yes
Male;0;46;Yes;Two year;Mailed check;81;3846;No
Female;0;68;Yes;Two year;Credit card (automatic);82;5647;No
Male;0;1;Yes;Month-to-month;Mailed check;54;54;Yes
Female;0;4;Yes;One year;Bank transfer (automatic);21;79;No
Female;0;1;No;Month-to-month;Mailed check;25;25;Yes
Male;0;28;Yes;One year;Credit card (automatic);54;1517;No
Female;0;39;Yes;One year;Credit card (automatic);59;2225;No
Male;0;11;Yes;Month-to-month;Electronic check;85;889;No
Female;0;71;No;Two year;Credit card (automatic);61;4310;No
Male;0;2;Yes;Month-to-month;Mailed check;20;43;No
Male;1;30;Yes;Month-to-month;Mailed check;80;2365;Yes
Female;0;17;Yes;One year;Mailed check;20;354;No
Female;0;55;Yes;Month-to-month;Credit card (automatic);94;5073;No
Female;0;58;Yes;Month-to-month;Bank transfer (automatic);80;4527;No
Female;0;5;Yes;Month-to-month;Electronic check;54;308;Yes
Female;1;1;Yes;Month-to-month;Electronic check;19;19;Yes
Male;1;9;Yes;Month-to-month;Electronic check;74;678;No
Male;0;26;Yes;Month-to-month;Bank transfer (automatic);49;1237;No
Female;0;50;Yes;Two year;Credit card (automatic);19;1024;No
Female;0;72;Yes;Two year;Bank transfer (automatic);114;8183;No
Female;0;43;Yes;One year;Credit card (automatic);106;4532;No
Male;0;56;Yes;Two year;Bank transfer (automatic);26;1444;No
Female;0;1;Yes;Month-to-month;Mailed check;19;19;No
Male;0;72;Yes;Two year;Electronic check;103;7373;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);101;7325;No
Male;0;36;Yes;Month-to-month;Electronic check;95;3474;No
Male;0;5;Yes;Month-to-month;Bank transfer (automatic);75;393;No
Female;0;13;Yes;Month-to-month;Electronic check;84;1059;Yes
Female;1;44;Yes;One year;Credit card (automatic);89;3991;No
Female;1;70;Yes;One year;Electronic check;108;7476;No
Male;0;44;Yes;One year;Credit card (automatic);20;836;No
Female;1;32;Yes;Month-to-month;Credit card (automatic);86;2629;Yes
Female;0;69;Yes;Two year;Credit card (automatic);25;1718;No
Female;1;16;Yes;Month-to-month;Electronic check;59;1024;Yes
Male;1;68;Yes;One year;Bank transfer (automatic);20;1194;No
Male;0;16;Yes;Month-to-month;Credit card (automatic);70;1206;No
Male;0;68;Yes;Two year;Bank transfer (automatic);83;5776;No
Male;0;4;Yes;Month-to-month;Mailed check;19;79;No
Female;0;26;No;Month-to-month;Credit card (automatic);39;1025;No
Female;0;29;No;Month-to-month;Electronic check;31;856;Yes
Male;0;5;Yes;Month-to-month;Credit card (automatic);20;122;No
Male;0;70;Yes;One year;Bank transfer (automatic);95;6603;No
Male;0;24;Yes;One year;Bank transfer (automatic);74;1713;No
Female;1;72;Yes;Two year;Bank transfer (automatic);78;5682;No
Male;0;1;Yes;Month-to-month;Mailed check;74;74;No
Male;0;70;No;One year;Bank transfer (automatic);51;3635;No
Female;0;36;Yes;Month-to-month;Bank transfer (automatic);19;703;No
Female;1;38;Yes;Month-to-month;Electronic check;100;3734;Yes
Female;0;17;Yes;Month-to-month;Electronic check;70;1145;Yes
Female;0;41;Yes;One year;Bank transfer (automatic);109;4454;No
Female;0;1;Yes;Month-to-month;Electronic check;45;45;Yes
Male;0;2;No;Month-to-month;Bank transfer (automatic);30;76;Yes
Male;0;14;Yes;Month-to-month;Electronic check;76;1118;No
Male;1;2;Yes;Month-to-month;Credit card (automatic);95;180;Yes
Male;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Male;0;13;Yes;Month-to-month;Electronic check;73;930;No
Male;0;6;Yes;Month-to-month;Mailed check;19;110;No
Female;0;4;Yes;Month-to-month;Bank transfer (automatic);77;334;Yes
Female;0;5;Yes;Month-to-month;Mailed check;99;465;Yes
Female;0;15;Yes;Month-to-month;Electronic check;102;1669;No
Female;0;47;Yes;Month-to-month;Credit card (automatic);75;3545;No
Female;0;8;Yes;Month-to-month;Mailed check;64;504;No
Male;0;17;No;Month-to-month;Mailed check;26;440;No
Male;0;15;Yes;Month-to-month;Mailed check;75;1152;No
Female;0;26;Yes;One year;Bank transfer (automatic);96;2475;No
Female;0;23;Yes;Month-to-month;Electronic check;54;1249;No
Female;1;4;Yes;Month-to-month;Electronic check;73;318;No
Male;0;29;Yes;One year;Mailed check;20;535;No
Female;0;25;Yes;Month-to-month;Mailed check;19;461;No
Male;0;9;Yes;Month-to-month;Mailed check;45;431;Yes
Male;0;18;Yes;Month-to-month;Mailed check;50;878;Yes
Male;1;3;Yes;Month-to-month;Electronic check;95;336;No
Female;0;69;No;Two year;Bank transfer (automatic);46;3121;No
Male;0;14;Yes;One year;Mailed check;19;325;No
Male;0;19;Yes;Month-to-month;Mailed check;70;1395;No
Male;1;39;Yes;Month-to-month;Electronic check;91;3413;No
Male;0;31;Yes;Month-to-month;Electronic check;101;3144;No
Male;0;24;Yes;One year;Mailed check;20;440;No
Male;0;14;Yes;Month-to-month;Bank transfer (automatic);49;664;No
Female;0;64;Yes;Two year;Mailed check;74;4760;No
Female;0;50;Yes;One year;Mailed check;19;1033;No
Male;0;52;Yes;One year;Electronic check;69;3483;No
Male;0;28;Yes;One year;Electronic check;100;2688;No
Female;0;21;Yes;Two year;Credit card (automatic);21;435;No
Male;0;25;Yes;Month-to-month;Electronic check;96;2449;Yes
Female;0;17;Yes;One year;Mailed check;19;307;No
Male;0;58;No;One year;Credit card (automatic);45;2689;No
Male;1;17;Yes;Month-to-month;Bank transfer (automatic);82;1329;Yes
Female;0;51;Yes;Two year;Mailed check;26;1281;No
Male;0;72;No;Two year;Mailed check;49;3527;No
Male;0;52;Yes;Month-to-month;Electronic check;84;4349;Yes
Female;0;27;Yes;Two year;Mailed check;20;561;No
Female;0;3;Yes;Month-to-month;Mailed check;20;64;No
Female;0;64;Yes;Two year;Mailed check;81;5129;No
Female;0;45;Yes;Two year;Credit card (automatic);95;4286;No
Male;1;3;No;Month-to-month;Mailed check;36;94;Yes
Female;0;71;Yes;Two year;Credit card (automatic);83;5895;No
Female;1;1;No;Month-to-month;Mailed check;25;25;Yes
Female;0;58;Yes;Two year;Credit card (automatic);20;1161;No
Male;0;34;Yes;Month-to-month;Electronic check;90;3092;No
Female;0;8;Yes;Month-to-month;Electronic check;50;366;Yes
Female;0;15;Yes;Month-to-month;Mailed check;20;273;No
Male;0;66;No;Two year;Bank transfer (automatic);55;3632;No
Male;1;12;No;Month-to-month;Credit card (automatic);29;381;No
Male;0;58;Yes;Two year;Bank transfer (automatic);19;1036;No
Female;0;3;Yes;Two year;Mailed check;19;52;No
Female;1;43;No;Month-to-month;Credit card (automatic);56;2342;Yes
Female;0;9;Yes;Month-to-month;Electronic check;81;654;No
Female;0;3;Yes;One year;Mailed check;20;71;No
Female;0;22;Yes;One year;Bank transfer (automatic);70;1498;Yes
Male;0;40;Yes;One year;Bank transfer (automatic);106;4179;No
Female;0;68;Yes;Two year;Bank transfer (automatic);26;1822;No
Male;0;54;Yes;Month-to-month;Electronic check;104;5278;Yes
Female;0;50;Yes;Two year;Mailed check;80;4024;No
Male;0;1;Yes;Month-to-month;Electronic check;55;55;No
Female;0;72;Yes;Two year;Bank transfer (automatic);88;6521;No
Male;0;40;Yes;One year;Bank transfer (automatic);20;855;No
Female;0;72;Yes;Two year;Bank transfer (automatic);118;8309;No
Female;0;6;Yes;Month-to-month;Mailed check;20;109;No
Female;0;5;Yes;Month-to-month;Credit card (automatic);20;92;No
Male;0;48;Yes;One year;Credit card (automatic);71;3421;No
Female;0;1;Yes;Month-to-month;Electronic check;94;94;Yes
Female;0;64;Yes;One year;Mailed check;66;4068;No
Female;0;17;Yes;One year;Credit card (automatic);20;338;No
Male;0;40;Yes;Month-to-month;Electronic check;80;3169;No
Female;0;41;No;One year;Credit card (automatic);35;1412;No
Male;1;51;Yes;One year;Bank transfer (automatic);80;3975;No
Male;0;41;Yes;Month-to-month;Electronic check;80;3439;No
Female;0;1;Yes;Month-to-month;Mailed check;50;50;Yes
Female;0;2;Yes;Month-to-month;Mailed check;20;42;No
Male;0;68;Yes;One year;Credit card (automatic);80;5461;No
Female;0;24;Yes;Two year;Mailed check;25;572;No
Male;0;70;Yes;Two year;Credit card (automatic);77;5498;No
Male;0;3;No;Month-to-month;Electronic check;30;97;No
Male;0;2;Yes;Month-to-month;Bank transfer (automatic);45;111;No
Male;0;3;No;Month-to-month;Credit card (automatic);30;94;No
Female;0;7;Yes;Month-to-month;Electronic check;75;521;Yes
Female;0;13;Yes;Month-to-month;Electronic check;72;924;No
Male;0;7;Yes;Month-to-month;Mailed check;21;141;No
Male;0;12;Yes;Month-to-month;Mailed check;56;629;No
Male;0;53;Yes;One year;Electronic check;105;5576;No
Female;0;12;Yes;Month-to-month;Electronic check;94;1046;Yes
Male;0;63;Yes;Two year;Mailed check;20;1246;No
Female;0;15;Yes;Month-to-month;Mailed check;84;1288;No
Male;0;36;Yes;One year;Mailed check;54;1939;No
Male;1;4;No;Month-to-month;Electronic check;30;118;No
Female;0;24;Yes;Two year;Mailed check;20;453;No
Female;0;61;No;One year;Credit card (automatic);44;2697;No
Male;0;16;Yes;Month-to-month;Electronic check;55;875;No
Male;0;65;Yes;Two year;Credit card (automatic);20;1267;No
Female;0;26;Yes;Two year;Credit card (automatic);20;495;No
Male;0;16;Yes;Month-to-month;Mailed check;49;799;No
Female;0;54;Yes;One year;Bank transfer (automatic);107;5763;Yes
Male;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Male;0;5;Yes;Two year;Mailed check;20;107;No
Female;0;19;No;Month-to-month;Electronic check;40;710;No
Male;0;10;Yes;Month-to-month;Credit card (automatic);55;568;No
Female;0;23;Yes;Month-to-month;Electronic check;84;1900;Yes
Male;0;3;Yes;Month-to-month;Mailed check;55;159;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);112;8013;No
Male;1;10;Yes;Month-to-month;Electronic check;87;857;Yes
Female;0;10;Yes;Month-to-month;Mailed check;56;551;No
Male;0;11;Yes;One year;Mailed check;21;185;No
Female;1;37;Yes;Month-to-month;Bank transfer (automatic);107;4057;Yes
Male;0;17;Yes;One year;Mailed check;62;1097;No
Female;0;36;Yes;Month-to-month;Credit card (automatic);105;3685;No
Male;1;17;Yes;Month-to-month;Electronic check;102;1752;No
Female;1;66;Yes;One year;Credit card (automatic);111;7211;No
Male;0;61;Yes;One year;Bank transfer (automatic);85;5265;No
Male;0;22;Yes;Month-to-month;Mailed check;93;2157;No
Male;0;1;No;Month-to-month;Electronic check;24;24;No
Female;0;6;Yes;Month-to-month;Credit card (automatic);71;434;No
Male;0;31;Yes;Month-to-month;Electronic check;78;2435;Yes
Female;0;68;Yes;Two year;Credit card (automatic);85;5608;No
Female;0;34;Yes;Month-to-month;Electronic check;87;2874;Yes
Female;0;52;Yes;Month-to-month;Bank transfer (automatic);86;4433;No
Female;0;10;Yes;Month-to-month;Electronic check;91;964;No
Male;0;29;Yes;Month-to-month;Electronic check;71;1975;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);20;1461;No
Male;0;47;Yes;One year;Mailed check;20;952;No
Male;0;24;Yes;One year;Mailed check;75;1821;No
Male;0;65;Yes;One year;Credit card (automatic);25;1601;No
Female;0;4;Yes;Month-to-month;Mailed check;101;399;No
Male;1;12;Yes;Month-to-month;Electronic check;101;1219;Yes
Male;0;1;Yes;Month-to-month;Electronic check;82;82;Yes
Male;0;33;Yes;Month-to-month;Electronic check;68;2171;Yes
Female;0;34;Yes;Month-to-month;Electronic check;105;3635;No
Female;0;14;Yes;Two year;Mailed check;20;292;No
Female;0;4;Yes;Month-to-month;Electronic check;79;317;Yes
Male;0;13;Yes;One year;Mailed check;20;219;No
Female;0;65;Yes;Two year;Bank transfer (automatic);79;5072;No
Male;0;23;Yes;One year;Credit card (automatic);57;1423;No
Male;0;55;Yes;Two year;Electronic check;59;3069;No
Male;0;49;Yes;Two year;Electronic check;95;4691;No
Male;0;60;Yes;One year;Bank transfer (automatic);103;6158;No
Female;0;69;Yes;One year;Credit card (automatic);20;1443;No
Male;0;40;Yes;Month-to-month;Electronic check;85;3369;No
Male;0;67;Yes;Two year;Credit card (automatic);69;4672;No
Male;1;35;Yes;Month-to-month;Electronic check;95;3474;Yes
Male;0;19;Yes;One year;Electronic check;101;1876;Yes
Female;0;13;Yes;Two year;Mailed check;21;272;No
Female;0;41;Yes;Month-to-month;Bank transfer (automatic);89;3645;No
Female;0;4;No;Month-to-month;Mailed check;35;136;No
Female;0;24;Yes;Month-to-month;Electronic check;55;1320;No
Female;0;5;No;Month-to-month;Credit card (automatic);51;229;No
Female;0;5;Yes;Month-to-month;Electronic check;64;370;No
Female;0;1;Yes;Month-to-month;Mailed check;69;69;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);80;5714;No
Female;0;24;Yes;Month-to-month;Credit card (automatic);49;1233;No
Female;0;42;Yes;Two year;Credit card (automatic);84;3572;No
Female;0;4;Yes;Month-to-month;Mailed check;20;83;No
Male;0;68;Yes;One year;Credit card (automatic);117;8036;No
Female;0;33;Yes;One year;Mailed check;20;579;No
Female;1;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;0;31;Yes;One year;Electronic check;103;3066;Yes
Female;0;4;Yes;Month-to-month;Bank transfer (automatic);78;306;Yes
Male;1;69;Yes;Two year;Electronic check;110;7634;No
Male;1;38;Yes;Month-to-month;Electronic check;95;3653;No
Female;0;3;Yes;Month-to-month;Electronic check;80;241;No
Female;0;48;Yes;Two year;Electronic check;80;3870;No
Female;0;15;Yes;Two year;Mailed check;25;388;No
Female;0;25;Yes;One year;Credit card (automatic);20;528;No
Female;1;1;Yes;Month-to-month;Electronic check;78;78;Yes
Female;0;48;No;Month-to-month;Electronic check;45;2105;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;1;Yes;Month-to-month;Electronic check;19;19;No
Female;0;37;Yes;One year;Electronic check;80;3019;No
Male;1;66;Yes;One year;Bank transfer (automatic);107;7052;No
Female;0;26;No;One year;Bank transfer (automatic);48;1191;No
Male;0;63;Yes;One year;Credit card (automatic);71;4449;No
Male;0;10;No;Month-to-month;Mailed check;30;255;Yes
Female;0;2;Yes;Month-to-month;Electronic check;71;147;Yes
Male;1;18;Yes;Month-to-month;Credit card (automatic);59;1011;No
Female;0;64;Yes;Two year;Mailed check;26;1715;No
Female;1;9;Yes;Month-to-month;Electronic check;84;763;Yes
Female;0;28;Yes;Month-to-month;Mailed check;20;535;No
Female;0;1;Yes;Month-to-month;Electronic check;76;76;No
Male;0;4;Yes;Month-to-month;Electronic check;86;339;Yes
Male;1;38;Yes;One year;Credit card (automatic);70;2497;Yes
Male;0;66;Yes;One year;Electronic check;95;6273;No
Female;0;1;Yes;Month-to-month;Electronic check;70;70;No
Female;0;18;Yes;Month-to-month;Mailed check;50;909;No
Male;1;51;Yes;Month-to-month;Electronic check;98;4913;Yes
Male;0;0;Yes;Two year;Mailed check;20;20;No
Male;0;1;Yes;Month-to-month;Mailed check;46;46;Yes
Male;0;12;Yes;Two year;Bank transfer (automatic);19;212;No
Female;0;41;Yes;Month-to-month;Electronic check;106;4443;Yes
Male;0;12;Yes;Month-to-month;Electronic check;25;316;No
Female;0;55;Yes;Two year;Mailed check;20;1079;No
Female;0;7;Yes;Month-to-month;Electronic check;75;565;No
Female;0;12;Yes;Month-to-month;Electronic check;89;1096;Yes
Female;0;68;Yes;Two year;Credit card (automatic);88;6162;No
Female;1;5;Yes;Month-to-month;Credit card (automatic);83;446;Yes
Female;1;49;Yes;Month-to-month;Mailed check;44;2106;No
Male;0;40;No;One year;Credit card (automatic);62;2512;No
Female;0;16;Yes;One year;Bank transfer (automatic);20;319;No
Male;0;10;Yes;Month-to-month;Mailed check;74;812;Yes
Female;0;72;Yes;One year;Electronic check;101;7323;No
Female;1;2;Yes;Month-to-month;Electronic check;84;186;No
Male;0;23;Yes;Two year;Mailed check;21;454;No
Female;1;71;Yes;One year;Electronic check;106;7522;No
Female;0;11;Yes;Month-to-month;Electronic check;100;1057;Yes
Male;0;1;Yes;Month-to-month;Mailed check;44;44;Yes
Female;0;16;Yes;Month-to-month;Mailed check;54;834;Yes
Female;0;1;Yes;Month-to-month;Mailed check;85;85;Yes
Male;0;12;Yes;Month-to-month;Credit card (automatic);85;1000;No
Female;0;54;No;One year;Bank transfer (automatic);44;2370;No
Female;0;68;Yes;Two year;Credit card (automatic);90;6298;No
Female;0;4;Yes;Month-to-month;Mailed check;51;240;Yes
Female;0;1;Yes;Month-to-month;Electronic check;59;59;Yes
Male;0;27;Yes;Month-to-month;Mailed check;53;1461;No
Male;0;21;Yes;Month-to-month;Mailed check;20;416;No
Male;0;13;Yes;Month-to-month;Electronic check;83;1061;Yes
Female;1;64;Yes;Month-to-month;Credit card (automatic);75;4869;No
Female;0;1;Yes;Month-to-month;Electronic check;55;55;Yes
Male;0;57;No;Two year;Bank transfer (automatic);58;3266;No
Female;0;21;Yes;Month-to-month;Electronic check;104;2254;Yes
Male;0;19;Yes;Two year;Mailed check;20;358;No
Male;0;31;Yes;One year;Electronic check;94;2940;No
Male;0;52;Yes;Two year;Mailed check;89;4652;No
Female;0;46;Yes;One year;Electronic check;94;4408;No
Female;1;11;Yes;Month-to-month;Electronic check;56;581;No
Female;0;53;No;Month-to-month;Bank transfer (automatic);49;2495;No
Female;0;11;Yes;Month-to-month;Mailed check;19;180;Yes
Male;1;57;Yes;Month-to-month;Bank transfer (automatic);105;5914;No
Female;1;2;Yes;Month-to-month;Mailed check;75;158;Yes
Female;1;2;Yes;Month-to-month;Mailed check;55;104;Yes
Female;0;71;Yes;Two year;Bank transfer (automatic);20;1389;No
Female;0;1;Yes;Month-to-month;Mailed check;19;19;No
Male;0;68;Yes;Two year;Credit card (automatic);25;1629;No
Male;0;72;Yes;Two year;Mailed check;84;6033;No
Female;0;2;Yes;Month-to-month;Mailed check;19;44;No
Male;1;1;Yes;Month-to-month;Electronic check;95;95;Yes
Female;0;41;Yes;One year;Bank transfer (automatic);80;3321;No
Male;0;72;Yes;Two year;Credit card (automatic);26;1868;No
Male;0;6;Yes;Month-to-month;Electronic check;76;438;Yes
Female;0;4;Yes;Month-to-month;Electronic check;74;325;Yes
Male;0;12;Yes;Month-to-month;Electronic check;96;1148;Yes
Female;0;58;Yes;One year;Electronic check;68;3972;No
Female;0;7;Yes;Month-to-month;Mailed check;21;156;No
Female;0;65;Yes;Month-to-month;Mailed check;55;3673;No
Male;0;1;Yes;Month-to-month;Mailed check;71;71;No
Male;0;56;Yes;One year;Credit card (automatic);20;1127;No
Male;0;4;Yes;Month-to-month;Mailed check;19;73;No
Female;0;58;Yes;One year;Mailed check;44;2413;No
Male;0;62;Yes;Two year;Bank transfer (automatic);108;6913;No
Male;0;26;Yes;One year;Electronic check;62;1582;No
Male;0;62;Yes;Month-to-month;Bank transfer (automatic);91;5586;No
Female;0;58;Yes;One year;Credit card (automatic);99;5847;No
Female;0;68;Yes;Two year;Electronic check;92;6425;No
Female;0;61;Yes;One year;Credit card (automatic);101;6019;No
Female;0;42;Yes;Two year;Credit card (automatic);78;3373;No
Male;0;18;Yes;Month-to-month;Bank transfer (automatic);84;1538;No
Female;0;56;Yes;Two year;Bank transfer (automatic);20;1081;No
Female;0;4;Yes;Month-to-month;Electronic check;89;355;Yes
Female;0;4;Yes;Month-to-month;Credit card (automatic);20;83;No
Female;0;35;Yes;One year;Credit card (automatic);56;2016;No
Female;0;64;Yes;Month-to-month;Bank transfer (automatic);87;5327;No
Female;0;31;Yes;One year;Mailed check;21;683;No
Female;1;67;Yes;Two year;Bank transfer (automatic);20;1263;No
Female;0;4;Yes;Month-to-month;Credit card (automatic);51;151;Yes
Female;1;70;Yes;Two year;Electronic check;114;7715;No
Male;0;3;Yes;Month-to-month;Credit card (automatic);53;189;Yes
Male;1;53;Yes;Month-to-month;Electronic check;102;5549;Yes
Male;0;2;Yes;Two year;Mailed check;60;131;No
Female;0;29;Yes;Month-to-month;Credit card (automatic);88;2622;No
Female;0;47;No;Two year;Mailed check;42;1875;No
Female;0;68;Yes;One year;Electronic check;83;5686;Yes
Male;0;12;Yes;Month-to-month;Mailed check;70;838;No
Female;0;8;Yes;Month-to-month;Bank transfer (automatic);56;402;No
Male;0;54;Yes;Month-to-month;Electronic check;110;6119;No
Male;0;69;Yes;Two year;Mailed check;92;6481;No
Female;0;26;Yes;Month-to-month;Bank transfer (automatic);70;1800;No
Female;0;72;Yes;Two year;Bank transfer (automatic);97;7104;No
Female;0;70;No;Two year;Bank transfer (automatic);58;4214;No
Male;0;1;Yes;Month-to-month;Mailed check;51;51;Yes
Male;0;10;Yes;Month-to-month;Electronic check;90;863;Yes
Female;0;28;Yes;One year;Bank transfer (automatic);70;1992;No
Male;0;1;Yes;Month-to-month;Electronic check;70;70;Yes
Female;0;21;Yes;Month-to-month;Electronic check;94;1948;No
Male;1;51;Yes;Month-to-month;Bank transfer (automatic);94;4751;Yes
Female;0;53;Yes;One year;Bank transfer (automatic);20;1008;No
Male;0;53;Yes;One year;Electronic check;96;5037;No
Male;0;24;Yes;Month-to-month;Electronic check;101;2392;Yes
Female;0;70;Yes;Two year;Credit card (automatic);95;6859;No
Male;0;61;Yes;One year;Electronic check;108;6522;No
Female;0;11;Yes;One year;Mailed check;55;618;No
Male;0;2;Yes;Month-to-month;Credit card (automatic);71;158;No
Male;0;25;Yes;One year;Bank transfer (automatic);20;516;No
Female;0;41;Yes;One year;Credit card (automatic);56;2364;No
Male;0;18;Yes;Month-to-month;Electronic check;95;1688;Yes
Male;1;72;Yes;Two year;Bank transfer (automatic);104;7690;Yes
